year;state;month;number;date
1999;KARTAL;AGUSTOS;16;1.01.1999
2013;MALTEPE;NISAN;16;1.01.2013
1999;MALTEPE;MAYIS;16;1.01.1999
2000;MALTEPE;TEMMUZ;16;1.01.2000
2000;SARIYER;NISAN;16;1.01.2000
2007;SARIYER;ARALIK;16;1.01.2007
2002;ÜSKÜDAR;MART;16;1.01.2002
2003;ÜSKÜDAR;MART;16;1.01.2003
2001;ÇATALCA;SUBAT;16;1.01.2001
2011;ÇATALCA;MAYIS;16;1.01.2011
2010;PENDIK;MART;16;1.01.2010
1999;SISLI;ARALIK;16;1.01.1999
2011;SILE;NISAN;16;1.01.2011
2016;KAGITHANE;SUBAT;16;1.01.2016
2016;KAGITHANE;MART;16;1.01.2016
2013;KAGITHANE;MAYIS;16;1.01.2013
2005;KAGITHANE;HAZIRAN;16;1.01.2005
2000;KAGITHANE;EYLUL;16;1.01.2000
1999;KAGITHANE;KASIM;16;1.01.1999
2000;KAGITHANE;NISAN;16;1.01.2000
2015;KAGITHANE;AGUSTOS;16;1.01.2015
2008;KAGITHANE;HAZIRAN;16;1.01.2008
2006;CEKMEKOY;OCAK;16;1.01.2006
1999;ATASEHIR;NISAN;16;1.01.1999
2009;ATASEHIR;HAZIRAN;16;1.01.2009
1998;ATASEHIR;ARALIK;16;1.01.1998
2011;KUCUKCEKMECE;MAYIS;16;1.01.2011
1999;KUCUKCEKMECE;EKIM;16;1.01.1999
2008;KUCUKCEKMECE;KASIM;16;1.01.2008
2004;GAZIOSMANPASA;OCAK;16;1.01.2004
2017;GAZIOSMANPASA;MART;16;1.01.2017
2010;GAZIOSMANPASA;KASIM;16;1.01.2010
2011;UMRANIYE;MART;16;1.01.2011
1999;UMRANIYE;ARALIK;16;1.01.1999
2014;ARNAVUTKOY;HAZIRAN;17;1.01.2014
2011;BAGCILAR;NISAN;17;1.01.2011
2005;BAGCILAR;EKIM;17;1.01.2005
2003;BAGCILAR;KASIM;17;1.01.2003
2002;BEYOGLU;OCAK;17;1.01.2002
2012;BEYOGLU;MART;17;1.01.2012
2005;BEYOGLU;ARALIK;17;1.01.2005
2002;KADIKOY;MART;17;1.01.2002
2013;KADIKOY;MART;17;1.01.2013
2015;KADIKOY;MAYIS;17;1.01.2015
1998;KARTAL;TEMMUZ;17;1.01.1998
2003;KARTAL;EYLUL;17;1.01.2003
2014;MALTEPE;SUBAT;17;1.01.2014
2015;MALTEPE;MAYIS;17;1.01.2015
2014;MALTEPE;TEMMUZ;17;1.01.2014
2009;MALTEPE;AGUSTOS;17;1.01.2009
2007;SARIYER;NISAN;17;1.01.2007
1999;ÜSKÜDAR;MART;17;1.01.1999
2008;PENDIK;HAZIRAN;17;1.01.2008
2015;SISLI;MAYIS;17;1.01.2015
2016;SISLI;TEMMUZ;17;1.01.2016
2009;SILE;MART;17;1.01.2009
2011;KAGITHANE;MAYIS;17;1.01.2011
2013;KAGITHANE;HAZIRAN;17;1.01.2013
2002;KAGITHANE;TEMMUZ;17;1.01.2002
2000;KAGITHANE;EYLUL;17;1.01.2000
2008;KAGITHANE;EYLUL;17;1.01.2008
2009;CEKMEKOY;OCAK;17;1.01.2009
2006;CEKMEKOY;SUBAT;17;1.01.2006
2005;CEKMEKOY;MART;17;1.01.2005
2008;ATASEHIR;EYLUL;17;1.01.2008
2005;KUCUKCEKMECE;ARALIK;17;1.01.2005
2007;KUCUKCEKMECE;ARALIK;17;1.01.2007
2012;GAZIOSMANPASA;MAYIS;17;1.01.2012
2008;GAZIOSMANPASA;KASIM;17;1.01.2008
2016;GAZIOSMANPASA;KASIM;17;1.01.2016
2006;GAZIOSMANPASA;ARALIK;17;1.01.2006
2000;ARNAVUTKOY;EKIM;18;1.01.2000
2006;ARNAVUTKOY;KASIM;18;1.01.2006
2008;BAGCILAR;NISAN;18;1.01.2008
2012;BAGCILAR;NISAN;18;1.01.2012
2015;BAGCILAR;MAYIS;18;1.01.2015
2016;BAGCILAR;EYLUL;18;1.01.2016
2008;BAGCILAR;EKIM;18;1.01.2008
2002;BESIKTAS;AGUSTOS;18;1.01.2002
2014;BESIKTAS;AGUSTOS;18;1.01.2014
2000;BEYOGLU;NISAN;18;1.01.2000
2014;KADIKOY;SUBAT;18;1.01.2014
2000;KADIKOY;TEMMUZ;18;1.01.2000
2011;KADIKOY;TEMMUZ;18;1.01.2011
2011;KARTAL;HAZIRAN;18;1.01.2011
2000;KARTAL;EKIM;18;1.01.2000
2004;KARTAL;EKIM;18;1.01.2004
2005;KARTAL;EKIM;18;1.01.2005
2014;MALTEPE;MAYIS;18;1.01.2014
2002;MALTEPE;HAZIRAN;18;1.01.2002
2015;MALTEPE;HAZIRAN;18;1.01.2015
2011;MALTEPE;TEMMUZ;18;1.01.2011
2009;MALTEPE;KASIM;18;1.01.2009
2003;MALTEPE;ARALIK;18;1.01.2003
2012;MALTEPE;ARALIK;18;1.01.2012
2001;SARIYER;ARALIK;18;1.01.2001
2004;ÜSKÜDAR;MART;18;1.01.2004
1999;FATIH;MART;18;1.01.1999
2006;FATIH;ARALIK;18;1.01.2006
2001;BEYKOZ;OCAK;18;1.01.2001
2002;ÇATALCA;MAYIS;18;1.01.2002
2016;PENDIK;OCAK;18;1.01.2016
2002;PENDIK;SUBAT;18;1.01.2002
2014;PENDIK;MART;18;1.01.2014
2004;PENDIK;AGUSTOS;18;1.01.2004
2010;PENDIK;OCAK;18;1.01.2010
2002;PENDIK;MART;18;1.01.2002
2013;PENDIK;MART;18;1.01.2013
2015;PENDIK;KASIM;18;1.01.2015
2006;SISLI;MART;18;1.01.2006
2006;SILE;MART;18;1.01.2006
2000;SILE;HAZIRAN;18;1.01.2000
2012;KAGITHANE;MAYIS;18;1.01.2012
2009;KAGITHANE;EKIM;18;1.01.2009
2012;KAGITHANE;ARALIK;18;1.01.2012
2002;KAGITHANE;SUBAT;18;1.01.2002
2003;KAGITHANE;MAYIS;18;1.01.2003
2000;KAGITHANE;AGUSTOS;18;1.01.2000
2000;KAGITHANE;KASIM;18;1.01.2000
2010;CEKMEKOY;OCAK;18;1.01.2010
2000;ATASEHIR;OCAK;18;1.01.2000
2012;ATASEHIR;MAYIS;18;1.01.2012
2009;ATASEHIR;TEMMUZ;18;1.01.2009
2004;ATASEHIR;AGUSTOS;18;1.01.2004
2010;ATASEHIR;EYLUL;18;1.01.2010
2013;ATASEHIR;EYLUL;18;1.01.2013
2013;KUCUKCEKMECE;OCAK;18;1.01.2013
2006;KUCUKCEKMECE;SUBAT;18;1.01.2006
2001;KUCUKCEKMECE;EYLUL;18;1.01.2001
2014;GAZIOSMANPASA;SUBAT;18;1.01.2014
2017;GAZIOSMANPASA;SUBAT;18;1.01.2017
1999;GAZIOSMANPASA;MART;18;1.01.1999
2012;GAZIOSMANPASA;ARALIK;18;1.01.2012
2013;ARNAVUTKOY;NISAN;19;1.01.2013
2013;BAGCILAR;SUBAT;19;1.01.2013
1998;BAGCILAR;KASIM;19;1.01.1998
2016;BESIKTAS;OCAK;19;1.01.2016
2012;BESIKTAS;AGUSTOS;19;1.01.2012
2000;BESIKTAS;EYLUL;19;1.01.2000
2013;BEYOGLU;MAYIS;19;1.01.2013
2012;KADIKOY;MAYIS;19;1.01.2012
2014;KADIKOY;HAZIRAN;19;1.01.2014
2003;KARTAL;TEMMUZ;19;1.01.2003
2002;KARTAL;EKIM;19;1.01.2002
2003;MALTEPE;HAZIRAN;19;1.01.2003
2001;MALTEPE;EKIM;19;1.01.2001
2011;SARIYER;MART;19;1.01.2011
2000;ÜSKÜDAR;OCAK;19;1.01.2000
2009;ÜSKÜDAR;MAYIS;19;1.01.2009
2007;FATIH;OCAK;19;1.01.2007
2013;ÇATALCA;MART;19;1.01.2013
2002;SISLI;SUBAT;19;1.01.2002
2016;SISLI;SUBAT;19;1.01.2016
2009;SILE;SUBAT;19;1.01.2009
2004;KAGITHANE;HAZIRAN;19;1.01.2004
2006;KAGITHANE;HAZIRAN;19;1.01.2006
2008;KAGITHANE;AGUSTOS;19;1.01.2008
2016;KAGITHANE;KASIM;19;1.01.2016
1998;KAGITHANE;ARALIK;19;1.01.1998
1999;KAGITHANE;EYLUL;19;1.01.1999
2010;CEKMEKOY;NISAN;19;1.01.2010
2017;CEKMEKOY;NISAN;19;1.01.2017
2016;ATASEHIR;EYLUL;19;1.01.2016
2010;KUCUKCEKMECE;NISAN;19;1.01.2010
2000;KUCUKCEKMECE;KASIM;19;1.01.2000
2015;KUCUKCEKMECE;ARALIK;19;1.01.2015
2002;ZEYTINBURNU;OCAK;19;1.01.2002
2002;ZEYTINBURNU;SUBAT;19;1.01.2002
2005;GAZIOSMANPASA;SUBAT;19;1.01.2005
2009;GAZIOSMANPASA;NISAN;19;1.01.2009
2010;GAZIOSMANPASA;ARALIK;19;1.01.2010
2001;UMRANIYE;OCAK;19;1.01.2001
2003;UMRANIYE;MART;19;1.01.2003
2001;UMRANIYE;NISAN;19;1.01.2001
1999;BAGCILAR;SUBAT;20;1.01.1999
2000;BAGCILAR;NISAN;20;1.01.2000
2003;BAGCILAR;NISAN;20;1.01.2003
1998;BAGCILAR;EKIM;20;1.01.1998
2009;BESIKTAS;AGUSTOS;20;1.01.2009
1998;BESIKTAS;EYLUL;20;1.01.1998
2006;BEYOGLU;OCAK;20;1.01.2006
2006;BEYOGLU;MART;20;1.01.2006
2013;BEYOGLU;NISAN;20;1.01.2013
2017;BEYOGLU;NISAN;20;1.01.2017
2015;KADIKOY;MART;20;1.01.2015
2005;KARTAL;AGUSTOS;20;1.01.2005
2006;KARTAL;EYLUL;20;1.01.2006
2008;MALTEPE;SUBAT;20;1.01.2008
2012;MALTEPE;MAYIS;20;1.01.2012
2013;MALTEPE;TEMMUZ;20;1.01.2013
1998;MALTEPE;EKIM;20;1.01.1998
2014;MALTEPE;KASIM;20;1.01.2014
2008;SARIYER;MART;20;1.01.2008
1999;SARIYER;ARALIK;20;1.01.1999
2009;ÜSKÜDAR;SUBAT;20;1.01.2009
2000;BEYKOZ;SUBAT;20;1.01.2000
2004;ÇATALCA;SUBAT;20;1.01.2004
2013;ÇATALCA;NISAN;20;1.01.2013
2008;PENDIK;SUBAT;20;1.01.2008
2007;SISLI;AGUSTOS;20;1.01.2007
2017;SISLI;AGUSTOS;20;1.01.2017
2004;SILE;SUBAT;20;1.01.2004
2012;KAGITHANE;MART;20;1.01.2012
2014;KAGITHANE;MAYIS;20;1.01.2014
2005;KAGITHANE;TEMMUZ;20;1.01.2005
2011;KAGITHANE;KASIM;20;1.01.2011
2001;KAGITHANE;ARALIK;20;1.01.2001
2008;KAGITHANE;MAYIS;20;1.01.2008
2011;KAGITHANE;MAYIS;20;1.01.2011
2004;CEKMEKOY;MART;20;1.01.2004
2007;CEKMEKOY;MART;20;1.01.2007
1999;ATASEHIR;SUBAT;20;1.01.1999
2009;KUCUKCEKMECE;ARALIK;20;1.01.2009
2016;KUCUKCEKMECE;ARALIK;20;1.01.2016
2008;ZEYTINBURNU;KASIM;20;1.01.2008
2014;GAZIOSMANPASA;OCAK;20;1.01.2014
2002;GAZIOSMANPASA;EKIM;20;1.01.2002
2000;UMRANIYE;ARALIK;20;1.01.2000
2016;ARNAVUTKOY;MAYIS;21;1.01.2016
2017;BAGCILAR;SUBAT;21;1.01.2017
2012;BAGCILAR;MAYIS;21;1.01.2012
2007;KARTAL;HAZIRAN;21;1.01.2007
2010;KARTAL;HAZIRAN;21;1.01.2010
2015;KARTAL;EKIM;21;1.01.2015
2012;SARIYER;OCAK;21;1.01.2012
2006;SARIYER;SUBAT;21;1.01.2006
2001;ÜSKÜDAR;MAYIS;21;1.01.2001
1998;BEYKOZ;ARALIK;21;1.01.1998
2005;ÇATALCA;MART;21;1.01.2005
2011;ÇATALCA;MART;21;1.01.2011
2008;PENDIK;EYLUL;21;1.01.2008
2009;PENDIK;SUBAT;21;1.01.2009
2011;PENDIK;MART;21;1.01.2011
2007;SISLI;SUBAT;21;1.01.2007
2015;SISLI;AGUSTOS;21;1.01.2015
1999;SILE;OCAK;21;1.01.1999
2008;SILE;SUBAT;21;1.01.2008
2015;KAGITHANE;MAYIS;21;1.01.2015
1998;KAGITHANE;TEMMUZ;21;1.01.1998
1998;KAGITHANE;AGUSTOS;21;1.01.1998
2006;KAGITHANE;SUBAT;21;1.01.2006
1999;KAGITHANE;NISAN;21;1.01.1999
2014;KAGITHANE;AGUSTOS;21;1.01.2014
2017;KAGITHANE;AGUSTOS;21;1.01.2017
2010;KAGITHANE;MART;21;1.01.2010
2007;KAGITHANE;EKIM;21;1.01.2007
2017;CEKMEKOY;MART;21;1.01.2017
2003;CEKMEKOY;MAYIS;21;1.01.2003
2009;KUCUKCEKMECE;OCAK;21;1.01.2009
2016;KUCUKCEKMECE;MART;21;1.01.2016
2005;KUCUKCEKMECE;MAYIS;21;1.01.2005
2000;KUCUKCEKMECE;TEMMUZ;21;1.01.2000
2015;KUCUKCEKMECE;EKIM;21;1.01.2015
1998;KUCUKCEKMECE;KASIM;21;1.01.1998
2015;ZEYTINBURNU;KASIM;21;1.01.2015
2007;ZEYTINBURNU;ARALIK;21;1.01.2007
2009;GAZIOSMANPASA;ARALIK;21;1.01.2009
2009;UMRANIYE;SUBAT;21;1.01.2009
2001;UMRANIYE;ARALIK;21;1.01.2001
2000;BAGCILAR;EYLUL;22;1.01.2000
2001;BAGCILAR;KASIM;22;1.01.2001
2016;BEYOGLU;NISAN;22;1.01.2016
2011;BEYOGLU;HAZIRAN;22;1.01.2011
2001;BEYOGLU;ARALIK;22;1.01.2001
2015;KADIKOY;HAZIRAN;22;1.01.2015
2001;KARTAL;TEMMUZ;22;1.01.2001
2013;KARTAL;TEMMUZ;22;1.01.2013
2003;MALTEPE;NISAN;22;1.01.2003
2013;MALTEPE;HAZIRAN;22;1.01.2013
2002;MALTEPE;KASIM;22;1.01.2002
2006;SARIYER;NISAN;22;1.01.2006
2004;ÜSKÜDAR;SUBAT;22;1.01.2004
2006;ÜSKÜDAR;SUBAT;22;1.01.2006
2011;ÜSKÜDAR;MART;22;1.01.2011
2002;FATIH;SUBAT;22;1.01.2002
2004;BEYKOZ;OCAK;22;1.01.2004
2004;ÇATALCA;MART;22;1.01.2004
2010;ÇATALCA;NISAN;22;1.01.2010
2016;PENDIK;TEMMUZ;22;1.01.2016
2007;PENDIK;EYLUL;22;1.01.2007
1999;PENDIK;SUBAT;22;1.01.1999
2010;PENDIK;MART;22;1.01.2010
2005;PENDIK;NISAN;22;1.01.2005
2007;PENDIK;ARALIK;22;1.01.2007
2011;SISLI;NISAN;22;1.01.2011
2000;SISLI;ARALIK;22;1.01.2000
1999;SILE;SUBAT;22;1.01.1999
2003;SILE;NISAN;22;1.01.2003
2005;SILE;MAYIS;22;1.01.2005
2000;KAGITHANE;TEMMUZ;22;1.01.2000
2011;KAGITHANE;EYLUL;22;1.01.2011
2010;KAGITHANE;OCAK;22;1.01.2010
2013;KAGITHANE;OCAK;22;1.01.2013
2015;CEKMEKOY;SUBAT;22;1.01.2015
2012;CEKMEKOY;MAYIS;22;1.01.2012
2013;CEKMEKOY;HAZIRAN;22;1.01.2013
2005;ATASEHIR;NISAN;22;1.01.2005
2016;ATASEHIR;MAYIS;22;1.01.2016
2012;ATASEHIR;HAZIRAN;22;1.01.2012
2002;KUCUKCEKMECE;OCAK;22;1.01.2002
2007;GAZIOSMANPASA;SUBAT;22;1.01.2007
2016;GAZIOSMANPASA;SUBAT;22;1.01.2016
2007;UMRANIYE;NISAN;22;1.01.2007
2010;BAGCILAR;OCAK;23;1.01.2010
2017;BAGCILAR;MART;23;1.01.2017
2011;BAGCILAR;EKIM;23;1.01.2011
2011;BAGCILAR;KASIM;23;1.01.2011
2007;BEYOGLU;HAZIRAN;23;1.01.2007
2006;BEYOGLU;ARALIK;23;1.01.2006
2000;ESENYURT;NISAN;23;1.01.2000
2006;KADIKOY;SUBAT;23;1.01.2006
2017;KADIKOY;HAZIRAN;23;1.01.2017
2010;KARTAL;MAYIS;23;1.01.2010
2017;KARTAL;HAZIRAN;23;1.01.2017
2005;KARTAL;EYLUL;23;1.01.2005
1999;MALTEPE;EKIM;23;1.01.1999
2008;SARIYER;OCAK;23;1.01.2008
2006;FATIH;ARALIK;23;1.01.2006
2000;FATIH;MART;23;1.01.2000
2011;FATIH;NISAN;23;1.01.2011
2007;ÇATALCA;SUBAT;23;1.01.2007
2004;ÇATALCA;NISAN;23;1.01.2004
2017;PENDIK;OCAK;23;1.01.2017
2017;SISLI;SUBAT;23;1.01.2017
2014;SISLI;AGUSTOS;23;1.01.2014
2006;SILE;SUBAT;23;1.01.2006
2003;KAGITHANE;MART;23;1.01.2003
2015;KAGITHANE;MART;23;1.01.2015
2004;KAGITHANE;TEMMUZ;23;1.01.2004
2010;KAGITHANE;KASIM;23;1.01.2010
2010;KAGITHANE;MART;23;1.01.2010
2012;KAGITHANE;AGUSTOS;23;1.01.2012
2010;KAGITHANE;SUBAT;23;1.01.2010
2013;CEKMEKOY;MART;23;1.01.2013
2015;KUCUKCEKMECE;SUBAT;23;1.01.2015
2007;KUCUKCEKMECE;MART;23;1.01.2007
2010;KUCUKCEKMECE;ARALIK;23;1.01.2010
2000;ZEYTINBURNU;ARALIK;23;1.01.2000
2005;GAZIOSMANPASA;KASIM;23;1.01.2005
2004;UMRANIYE;MART;23;1.01.2004
2009;UMRANIYE;MART;23;1.01.2009
2016;BAGCILAR;OCAK;24;1.01.2016
2014;BAGCILAR;ARALIK;24;1.01.2014
2015;BEYOGLU;NISAN;24;1.01.2015
2001;ESENYURT;OCAK;24;1.01.2001
2000;ESENYURT;ARALIK;24;1.01.2000
2005;KARTAL;TEMMUZ;24;1.01.2005
2016;MALTEPE;SUBAT;24;1.01.2016
2001;FATIH;MART;24;1.01.2001
2008;FATIH;HAZIRAN;24;1.01.2008
2000;BEYKOZ;OCAK;24;1.01.2000
2000;BEYKOZ;MART;24;1.01.2000
2002;PENDIK;SUBAT;24;1.01.2002
2016;SISLI;OCAK;24;1.01.2016
2002;SISLI;MART;24;1.01.2002
2017;SILE;SUBAT;24;1.01.2017
2015;KAGITHANE;NISAN;24;1.01.2015
2013;KAGITHANE;SUBAT;24;1.01.2013
2010;KAGITHANE;AGUSTOS;24;1.01.2010
2016;KAGITHANE;AGUSTOS;24;1.01.2016
2007;KAGITHANE;SUBAT;24;1.01.2007
2005;KAGITHANE;MAYIS;24;1.01.2005
2006;KAGITHANE;MAYIS;24;1.01.2006
1999;KAGITHANE;AGUSTOS;24;1.01.1999
2001;KUCUKCEKMECE;AGUSTOS;24;1.01.2001
2011;KUCUKCEKMECE;ARALIK;24;1.01.2011
1999;UMRANIYE;MAYIS;24;1.01.1999
2013;BAGCILAR;NISAN;25;1.01.2013
2013;BAGCILAR;EKIM;25;1.01.2013
2005;BAGCILAR;KASIM;25;1.01.2005
1999;BESIKTAS;EKIM;25;1.01.1999
2012;BEYOGLU;SUBAT;25;1.01.2012
2014;BEYOGLU;NISAN;25;1.01.2014
2005;KADIKOY;SUBAT;25;1.01.2005
2015;KADIKOY;SUBAT;25;1.01.2015
2015;KADIKOY;TEMMUZ;25;1.01.2015
2007;KARTAL;TEMMUZ;25;1.01.2007
2001;KARTAL;AGUSTOS;25;1.01.2001
2012;MALTEPE;SUBAT;25;1.01.2012
2015;MALTEPE;MART;25;1.01.2015
2009;MALTEPE;TEMMUZ;25;1.01.2009
2008;SARIYER;SUBAT;25;1.01.2008
1999;SARIYER;NISAN;25;1.01.1999
2004;FATIH;MAYIS;25;1.01.2004
2008;BEYKOZ;ARALIK;25;1.01.2008
2013;PENDIK;EYLUL;25;1.01.2013
2011;SISLI;SUBAT;25;1.01.2011
2014;SISLI;SUBAT;25;1.01.2014
2017;SILE;MART;25;1.01.2017
2017;SILE;NISAN;25;1.01.2017
2000;SILE;MAYIS;25;1.01.2000
2014;KAGITHANE;NISAN;25;1.01.2014
2000;KAGITHANE;EKIM;25;1.01.2000
2014;KAGITHANE;ARALIK;25;1.01.2014
2013;KAGITHANE;OCAK;25;1.01.2013
2008;KAGITHANE;SUBAT;25;1.01.2008
2001;KAGITHANE;TEMMUZ;25;1.01.2001
2008;KAGITHANE;TEMMUZ;25;1.01.2008
2007;KAGITHANE;ARALIK;25;1.01.2007
2016;CEKMEKOY;MART;25;1.01.2016
2012;ATASEHIR;NISAN;25;1.01.2012
2000;ATASEHIR;EKIM;25;1.01.2000
2008;KUCUKCEKMECE;OCAK;25;1.01.2008
2005;KUCUKCEKMECE;NISAN;25;1.01.2005
2000;ZEYTINBURNU;SUBAT;25;1.01.2000
2001;ZEYTINBURNU;SUBAT;25;1.01.2001
2008;ZEYTINBURNU;HAZIRAN;25;1.01.2008
1999;GAZIOSMANPASA;SUBAT;25;1.01.1999
2017;UMRANIYE;SUBAT;25;1.01.2017
2010;BAGCILAR;SUBAT;26;1.01.2010
1999;BESIKTAS;KASIM;26;1.01.1999
2001;ESENYURT;NISAN;26;1.01.2001
2017;KADIKOY;TEMMUZ;26;1.01.2017
2009;KADIKOY;AGUSTOS;26;1.01.2009
2000;MALTEPE;AGUSTOS;26;1.01.2000
2000;SARIYER;KASIM;26;1.01.2000
2008;ÜSKÜDAR;NISAN;26;1.01.2008
2008;ÜSKÜDAR;MAYIS;26;1.01.2008
2009;BEYKOZ;NISAN;26;1.01.2009
1999;PENDIK;OCAK;26;1.01.1999
2001;PENDIK;MAYIS;26;1.01.2001
2003;SISLI;AGUSTOS;26;1.01.2003
2005;SILE;SUBAT;26;1.01.2005
2004;KAGITHANE;EKIM;26;1.01.2004
2007;KAGITHANE;AGUSTOS;26;1.01.2007
2011;KAGITHANE;SUBAT;26;1.01.2011
2002;KAGITHANE;MART;26;1.01.2002
1998;CEKMEKOY;HAZIRAN;26;1.01.1998
2006;ATASEHIR;KASIM;26;1.01.2006
2017;KUCUKCEKMECE;NISAN;26;1.01.2017
2016;KUCUKCEKMECE;MAYIS;26;1.01.2016
2011;KUCUKCEKMECE;HAZIRAN;26;1.01.2011
2009;KUCUKCEKMECE;TEMMUZ;26;1.01.2009
2001;KUCUKCEKMECE;EKIM;26;1.01.2001
2007;KUCUKCEKMECE;KASIM;26;1.01.2007
1998;KUCUKCEKMECE;ARALIK;26;1.01.1998
2001;ZEYTINBURNU;OCAK;26;1.01.2001
2005;ZEYTINBURNU;OCAK;26;1.01.2005
2000;ZEYTINBURNU;MART;26;1.01.2000
2016;GAZIOSMANPASA;MART;26;1.01.2016
2005;ARNAVUTKOY;HAZIRAN;27;1.01.2005
2002;BAGCILAR;MART;27;1.01.2002
2000;BEYOGLU;KASIM;27;1.01.2000
2014;KARTAL;TEMMUZ;27;1.01.2014
2003;MALTEPE;TEMMUZ;27;1.01.2003
2005;SARIYER;OCAK;27;1.01.2005
1999;BEYKOZ;NISAN;27;1.01.1999
2003;ÇATALCA;MART;27;1.01.2003
2014;ÇATALCA;NISAN;27;1.01.2014
2015;ÇATALCA;NISAN;27;1.01.2015
2006;PENDIK;EYLUL;27;1.01.2006
1999;SISLI;MART;27;1.01.1999
2001;SISLI;AGUSTOS;27;1.01.2001
2011;SISLI;AGUSTOS;27;1.01.2011
2012;SISLI;AGUSTOS;27;1.01.2012
2004;SILE;MART;27;1.01.2004
2007;KAGITHANE;MART;27;1.01.2007
2009;KAGITHANE;KASIM;27;1.01.2009
2003;KAGITHANE;MART;27;1.01.2003
2000;KAGITHANE;EYLUL;27;1.01.2000
2006;KAGITHANE;KASIM;27;1.01.2006
2003;ATASEHIR;KASIM;27;1.01.2003
2010;ATASEHIR;KASIM;27;1.01.2010
2014;KUCUKCEKMECE;SUBAT;27;1.01.2014
2005;UMRANIYE;SUBAT;27;1.01.2005
2007;BAGCILAR;SUBAT;28;1.01.2007
2014;BAGCILAR;MART;28;1.01.2014
2012;BAGCILAR;EKIM;28;1.01.2012
2004;BAGCILAR;KASIM;28;1.01.2004
2012;KADIKOY;HAZIRAN;28;1.01.2012
2003;MALTEPE;MART;28;1.01.2003
2014;MALTEPE;ARALIK;28;1.01.2014
2007;SARIYER;OCAK;28;1.01.2007
2002;ÜSKÜDAR;NISAN;28;1.01.2002
2000;ÜSKÜDAR;MAYIS;28;1.01.2000
1999;FATIH;SUBAT;28;1.01.1999
2005;BEYKOZ;OCAK;28;1.01.2005
2009;PENDIK;EYLUL;28;1.01.2009
2013;PENDIK;OCAK;28;1.01.2013
2009;SISLI;SUBAT;28;1.01.2009
2013;KAGITHANE;KASIM;28;1.01.2013
2017;KAGITHANE;OCAK;28;1.01.2017
2000;KAGITHANE;EKIM;28;1.01.2000
2017;KAGITHANE;OCAK;28;1.01.2017
1998;KAGITHANE;KASIM;28;1.01.1998
2014;CEKMEKOY;MAYIS;28;1.01.2014
2015;KUCUKCEKMECE;OCAK;28;1.01.2015
2017;ZEYTINBURNU;OCAK;28;1.01.2017
2005;GAZIOSMANPASA;MART;28;1.01.2005
2008;UMRANIYE;OCAK;28;1.01.2008
2007;ARNAVUTKOY;TEMMUZ;29;1.01.2007
2006;BAGCILAR;OCAK;29;1.01.2006
2014;BAGCILAR;SUBAT;29;1.01.2014
2012;KARTAL;TEMMUZ;29;1.01.2012
2016;KARTAL;AGUSTOS;29;1.01.2016
2006;MALTEPE;AGUSTOS;29;1.01.2006
2001;SARIYER;OCAK;29;1.01.2001
2009;SARIYER;SUBAT;29;1.01.2009
2003;SARIYER;MART;29;1.01.2003
2006;SARIYER;MART;29;1.01.2006
2001;ÜSKÜDAR;OCAK;29;1.01.2001
2014;ÜSKÜDAR;SUBAT;29;1.01.2014
2002;BEYKOZ;OCAK;29;1.01.2002
2004;BEYKOZ;SUBAT;29;1.01.2004
2000;ÇATALCA;SUBAT;29;1.01.2000
2004;SISLI;OCAK;29;1.01.2004
2013;SISLI;SUBAT;29;1.01.2013
2010;SISLI;AGUSTOS;29;1.01.2010
2001;SILE;OCAK;29;1.01.2001
2000;KAGITHANE;AGUSTOS;29;1.01.2000
2009;KAGITHANE;EYLUL;29;1.01.2009
1999;KAGITHANE;ARALIK;29;1.01.1999
2017;ATASEHIR;MAYIS;29;1.01.2017
2009;ATASEHIR;AGUSTOS;29;1.01.2009
2004;KUCUKCEKMECE;SUBAT;29;1.01.2004
2008;KUCUKCEKMECE;SUBAT;29;1.01.2008
2000;KUCUKCEKMECE;ARALIK;29;1.01.2000
2008;KUCUKCEKMECE;ARALIK;29;1.01.2008
2010;GAZIOSMANPASA;OCAK;29;1.01.2010
2009;GAZIOSMANPASA;MART;29;1.01.2009
2005;GAZIOSMANPASA;ARALIK;29;1.01.2005
1999;UMRANIYE;KASIM;29;1.01.1999
2002;BAGCILAR;EKIM;30;1.01.2002
2009;BAGCILAR;EKIM;30;1.01.2009
2001;BAGCILAR;ARALIK;30;1.01.2001
2006;BAGCILAR;ARALIK;30;1.01.2006
2012;BESIKTAS;OCAK;30;1.01.2012
2000;BESIKTAS;ARALIK;30;1.01.2000
2011;BEYOGLU;SUBAT;30;1.01.2011
2016;BEYOGLU;MAYIS;30;1.01.2016
1999;KADIKOY;MART;30;1.01.1999
2008;KARTAL;AGUSTOS;30;1.01.2008
2015;MALTEPE;TEMMUZ;30;1.01.2015
2001;MALTEPE;AGUSTOS;30;1.01.2001
2017;MALTEPE;AGUSTOS;30;1.01.2017
2013;MALTEPE;EYLUL;30;1.01.2013
2009;SARIYER;OCAK;30;1.01.2009
2013;ÜSKÜDAR;MART;30;1.01.2013
2000;ÇATALCA;OCAK;30;1.01.2000
2013;ÇATALCA;SUBAT;30;1.01.2013
2012;ÇATALCA;MART;30;1.01.2012
2014;PENDIK;AGUSTOS;30;1.01.2014
2017;PENDIK;EYLUL;30;1.01.2017
2009;PENDIK;ARALIK;30;1.01.2009
2015;PENDIK;ARALIK;30;1.01.2015
